DateTime;Open;High;Low;Close;TickVolume;Spread
2024.07.18 14:00;114.347;114.347;114.311;114.334;289;10
2024.07.18 14:10;114.334;114.371;114.334;114.347;266;10
2024.07.18 14:20;114.347;114.371;114.336;114.370;229;10
2024.07.18 14:30;114.370;114.385;114.352;114.358;276;10
2024.07.18 14:40;114.359;114.409;114.356;114.400;226;10
2024.07.18 14:50;114.401;114.415;114.369;114.401;173;10
2024.07.18 15:00;114.403;114.410;114.368;114.384;227;10
2024.07.18 15:10;114.385;114.394;114.369;114.377;282;10
2024.07.18 15:20;114.374;114.379;114.327;114.329;306;10
2024.07.18 15:30;114.318;114.318;114.179;114.259;748;10
2024.07.18 15:40;114.260;114.442;114.239;114.411;600;10
2024.07.18 15:50;114.411;114.433;114.336;114.342;568;10
2024.07.18 16:00;114.345;114.392;114.267;114.326;645;10
2024.07.18 16:10;114.324;114.387;114.322;114.353;533;10
2024.07.18 16:20;114.353;114.404;114.333;114.378;485;10
2024.07.18 16:30;114.380;114.395;114.335;114.348;576;10
2024.07.18 16:40;114.349;114.376;114.262;114.280;553;10
2024.07.18 16:50;114.280;114.463;114.251;114.412;578;10
2024.07.18 17:00;114.412;114.520;114.392;114.429;569;8
2024.07.18 17:10;114.429;114.492;114.391;114.488;444;10
2024.07.18 17:20;114.488;114.501;114.440;114.495;318;10
2024.07.18 17:30;114.495;114.500;114.373;114.393;481;10
2024.07.18 17:40;114.393;114.393;114.274;114.376;609;9
2024.07.18 17:50;114.387;114.556;114.377;114.514;673;10
2024.07.18 18:00;114.513;114.568;114.472;114.510;661;10
2024.07.18 18:10;114.510;114.545;114.454;114.454;517;10
2024.07.18 18:20;114.455;114.495;114.424;114.454;486;10
2024.07.18 18:30;114.455;114.549;114.440;114.496;391;10
2024.07.18 18:40;114.494;114.632;114.492;114.560;521;10
2024.07.18 18:50;114.560;114.626;114.545;114.610;339;10
2024.07.18 19:00;114.610;114.635;114.569;114.584;364;10
2024.07.18 19:10;114.585;114.590;114.512;114.522;279;10
2024.07.18 19:20;114.522;114.593;114.515;114.589;290;10
2024.07.18 19:30;114.589;114.676;114.584;114.656;322;10
2024.07.18 19:40;114.656;114.718;114.632;114.686;362;10
2024.07.18 19:50;114.686;114.770;114.676;114.762;240;10
2024.07.18 20:00;114.762;114.766;114.691;114.691;371;10
2024.07.18 20:10;114.694;114.772;114.694;114.731;317;10
2024.07.18 20:20;114.731;114.782;114.721;114.767;232;10
2024.07.18 20:30;114.769;114.797;114.753;114.788;208;10
2024.07.18 20:40;114.788;114.820;114.766;114.807;206;10
2024.07.18 20:50;114.807;114.808;114.737;114.752;244;10
2024.07.18 21:00;114.752;114.756;114.702;114.753;293;10
2024.07.18 21:10;114.753;114.757;114.653;114.653;226;10
2024.07.18 21:20;114.652;114.675;114.631;114.651;217;10
2024.07.18 21:30;114.651;114.713;114.645;114.686;243;10
2024.07.18 21:40;114.686;114.709;114.680;114.693;210;10
2024.07.18 21:50;114.693;114.750;114.685;114.714;268;10
2024.07.18 22:00;114.718;114.790;114.715;114.787;312;10
2024.07.18 22:10;114.784;114.789;114.747;114.757;307;10
2024.07.18 22:20;114.756;114.763;114.735;114.757;217;10
2024.07.18 22:30;114.757;114.773;114.721;114.769;219;10
2024.07.18 22:40;114.769;114.804;114.756;114.804;203;10
