DateTime;Open;High;Low;Close;TickVolume;Spread
2024.07.18 14:00;1.77668;1.77678;1.77635;1.77658;353;13
2024.07.18 14:10;1.77659;1.77697;1.77653;1.77658;334;13
2024.07.18 14:20;1.77658;1.77673;1.77588;1.77592;310;13
2024.07.18 14:30;1.77591;1.77598;1.77540;1.77575;346;13
2024.07.18 14:40;1.77575;1.77593;1.77544;1.77552;304;13
2024.07.18 14:50;1.77548;1.77604;1.77538;1.77563;376;13
2024.07.18 15:00;1.77561;1.77611;1.77561;1.77604;452;13
2024.07.18 15:10;1.77602;1.77634;1.77559;1.77610;388;13
2024.07.18 15:20;1.77608;1.77640;1.77565;1.77565;433;13
2024.07.18 15:30;1.77544;1.77651;1.77539;1.77630;694;13
2024.07.18 15:40;1.77629;1.77650;1.77511;1.77522;621;13
2024.07.18 15:50;1.77522;1.77599;1.77509;1.77590;665;13
2024.07.18 16:00;1.77581;1.77598;1.77527;1.77591;701;13
2024.07.18 16:10;1.77591;1.77614;1.77538;1.77600;649;13
2024.07.18 16:20;1.77599;1.77611;1.77567;1.77568;543;13
2024.07.18 16:30;1.77565;1.77659;1.77546;1.77646;645;13
2024.07.18 16:40;1.77647;1.77678;1.77574;1.77651;690;13
2024.07.18 16:50;1.77650;1.77658;1.77569;1.77570;668;13
2024.07.18 17:00;1.77572;1.77599;1.77504;1.77570;644;13
2024.07.18 17:10;1.77569;1.77590;1.77549;1.77585;527;13
2024.07.18 17:20;1.77584;1.77673;1.77569;1.77671;502;13
2024.07.18 17:30;1.77669;1.77759;1.77662;1.77734;621;13
2024.07.18 17:40;1.77729;1.77818;1.77719;1.77720;760;13
2024.07.18 17:50;1.77720;1.77734;1.77585;1.77642;699;8
2024.07.18 18:00;1.77640;1.77682;1.77637;1.77658;642;13
2024.07.18 18:10;1.77659;1.77669;1.77620;1.77646;562;13
2024.07.18 18:20;1.77646;1.77678;1.77600;1.77631;573;13
2024.07.18 18:30;1.77628;1.77685;1.77618;1.77644;561;13
2024.07.18 18:40;1.77646;1.77665;1.77621;1.77625;567;13
2024.07.18 18:50;1.77624;1.77681;1.77611;1.77668;550;13
2024.07.18 19:00;1.77668;1.77707;1.77667;1.77689;524;7
2024.07.18 19:10;1.77689;1.77730;1.77681;1.77726;493;13
2024.07.18 19:20;1.77726;1.77736;1.77690;1.77695;502;13
2024.07.18 19:30;1.77693;1.77717;1.77684;1.77697;488;13
2024.07.18 19:40;1.77696;1.77712;1.77648;1.77663;435;13
2024.07.18 19:50;1.77662;1.77668;1.77608;1.77613;391;13
2024.07.18 20:00;1.77612;1.77633;1.77574;1.77632;533;13
2024.07.18 20:10;1.77631;1.77636;1.77586;1.77608;481;13
2024.07.18 20:20;1.77607;1.77613;1.77514;1.77528;441;13
2024.07.18 20:30;1.77529;1.77544;1.77501;1.77539;423;13
2024.07.18 20:40;1.77539;1.77544;1.77513;1.77534;410;13
2024.07.18 20:50;1.77534;1.77557;1.77517;1.77533;477;13
2024.07.18 21:00;1.77533;1.77537;1.77495;1.77500;519;13
2024.07.18 21:10;1.77500;1.77568;1.77495;1.77565;506;13
2024.07.18 21:20;1.77565;1.77585;1.77527;1.77544;509;13
2024.07.18 21:30;1.77545;1.77558;1.77485;1.77505;504;13
2024.07.18 21:40;1.77504;1.77525;1.77485;1.77508;432;13
2024.07.18 21:50;1.77508;1.77522;1.77485;1.77516;465;13
2024.07.18 22:00;1.77515;1.77515;1.77457;1.77475;536;13
2024.07.18 22:10;1.77474;1.77497;1.77462;1.77496;552;13
2024.07.18 22:20;1.77495;1.77506;1.77490;1.77497;457;13
2024.07.18 22:30;1.77496;1.77522;1.77489;1.77511;526;13
2024.07.18 22:40;1.77512;1.77516;1.77472;1.77479;536;13
2024.07.18 22:50;1.77478;1.77519;1.77456;1.77513;527;13
2024.07.18 23:00;1.77513;1.77518;1.77463;1.77503;230;17
2024.07.18 23:10;1.77504;1.77508;1.77489;1.77500;171;17
2024.07.18 23:20;1.77500;1.77501;1.77464;1.77469;161;17
2024.07.18 23:30;1.77470;1.77470;1.77413;1.77422;148;0
2024.07.18 23:40;1.77422;1.77434;1.77382;1.77397;119;17
2024.07.18 23:50;1.77391;1.77404;1.77355;1.77384;162;2
2024.07.19 00:00;1.77383;1.77431;1.77247;1.77297;73;34
2024.07.19 00:10;1.77316;1.77402;1.77281;1.77401;71;56
2024.07.19 00:20;1.77389;1.77390;1.77313;1.77363;101;122
2024.07.19 00:30;1.77363;1.77377;1.77335;1.77357;102;119
2024.07.19 00:40;1.77339;1.77370;1.77333;1.77351;136;93
2024.07.19 00:50;1.77351;1.77411;1.77351;1.77351;68;152
2024.07.19 01:00;1.77351;1.77390;1.77351;1.77372;76;16
2024.07.19 01:10;1.77370;1.77388;1.77351;1.77384;119;16
2024.07.19 01:20;1.77385;1.77399;1.77369;1.77379;131;16
2024.07.19 01:30;1.77379;1.77390;1.77371;1.77386;104;5
