DateTime;Open;High;Low;Close;TickVolume;Spread
2024.07.01 00:00;1.07450;1.07450;1.07354;1.07383;545;1
2024.07.01 01:00;1.07358;1.07412;1.07319;1.07370;1027;1
2024.07.01 02:00;1.07372;1.07396;1.07340;1.07351;713;0
2024.07.01 03:00;1.07351;1.07496;1.07347;1.07457;1589;0
2024.07.01 04:00;1.07455;1.07610;1.07429;1.07483;1769;0
2024.07.01 05:00;1.07483;1.07551;1.07468;1.07550;1236;0
2024.07.01 06:00;1.07549;1.07565;1.07514;1.07528;835;1
2024.07.01 07:00;1.07527;1.07587;1.07523;1.07547;752;0
2024.07.01 08:00;1.07542;1.07620;1.07541;1.07555;1126;0
2024.07.01 09:00;1.07554;1.07762;1.07554;1.07700;2479;0
2024.07.01 10:00;1.07699;1.07726;1.07512;1.07541;2421;0
2024.07.01 11:00;1.07542;1.07721;1.07496;1.07684;1940;0
2024.07.01 12:00;1.07678;1.07686;1.07561;1.07573;1508;1
2024.07.01 13:00;1.07572;1.07572;1.07473;1.07486;1378;0
2024.07.01 14:00;1.07486;1.07523;1.07426;1.07490;1494;0
2024.07.01 15:00;1.07490;1.07498;1.07400;1.07484;2381;0
2024.07.01 16:00;1.07485;1.07596;1.07481;1.07596;2649;0
2024.07.01 17:00;1.07649;1.07694;1.07286;1.07301;3764;0
2024.07.01 18:00;1.07301;1.07305;1.07197;1.07269;2491;0
2024.07.01 19:00;1.07269;1.07332;1.07243;1.07314;1763;0
2024.07.01 20:00;1.07315;1.07338;1.07280;1.07292;1236;0
2024.07.01 21:00;1.07293;1.07300;1.07242;1.07296;1336;1
2024.07.01 22:00;1.07294;1.07392;1.07293;1.07383;1260;1
2024.07.01 23:00;1.07384;1.07425;1.07379;1.07397;598;0
2024.07.02 00:00;1.07384;1.07395;1.07301;1.07376;246;5
2024.07.02 01:00;1.07385;1.07417;1.07365;1.07373;409;1
2024.07.02 02:00;1.07373;1.07377;1.07358;1.07364;513;1
2024.07.02 03:00;1.07365;1.07384;1.07332;1.07348;981;1
2024.07.02 04:00;1.07348;1.07364;1.07319;1.07345;971;1
2024.07.02 05:00;1.07344;1.07359;1.07320;1.07351;847;1
2024.07.02 06:00;1.07351;1.07355;1.07307;1.07322;666;1
2024.07.02 07:00;1.07322;1.07332;1.07283;1.07295;768;0
2024.07.02 08:00;1.07295;1.07329;1.07268;1.07318;891;0
2024.07.02 09:00;1.07319;1.07357;1.07249;1.07249;1790;0
2024.07.02 10:00;1.07249;1.07281;1.07120;1.07181;2461;1
2024.07.02 11:00;1.07182;1.07239;1.07144;1.07201;2154;0
2024.07.02 12:00;1.07200;1.07226;1.07169;1.07202;321;1
2024.07.03 00:00;1.07444;1.07456;1.07368;1.07443;236;2
2024.07.03 01:00;1.07445;1.07492;1.07445;1.07490;434;0
2024.07.03 02:00;1.07490;1.07492;1.07466;1.07481;475;0
2024.07.03 03:00;1.07481;1.07543;1.07472;1.07480;945;0
2024.07.03 04:00;1.07480;1.07480;1.07406;1.07419;721;0
2024.07.03 05:00;1.07419;1.07469;1.07419;1.07439;679;1
2024.07.03 06:00;1.07437;1.07451;1.07430;1.07436;542;1
2024.07.03 07:00;1.07436;1.07446;1.07419;1.07424;379;1
2024.07.03 08:00;1.07424;1.07424;1.07360;1.07386;677;0
2024.07.03 09:00;1.07386;1.07481;1.07368;1.07470;1571;1
2024.07.03 10:00;1.07469;1.07617;1.07469;1.07596;2225;0
2024.07.03 11:00;1.07596;1.07635;1.07553;1.07582;1673;0
2024.07.03 12:00;1.07581;1.07623;1.07544;1.07552;1681;1
2024.07.03 13:00;1.07552;1.07627;1.07525;1.07584;1464;1
2024.07.03 14:00;1.07585;1.07621;1.07563;1.07576;1429;1
2024.07.03 15:00;1.07575;1.07782;1.07550;1.07744;2250;0
2024.07.03 16:00;1.07745;1.07923;1.07718;1.07883;2303;1
2024.07.03 17:00;1.07879;1.08168;1.07879;1.08058;3971;0
2024.07.03 18:00;1.08057;1.08090;1.07970;1.07988;2597;0
2024.07.03 19:00;1.07988;1.08004;1.07919;1.07957;1591;0
2024.07.03 20:00;1.07958;1.07958;1.07820;1.07834;1056;0
2024.07.03 21:00;1.07834;1.07846;1.07781;1.07802;886;1
2024.07.03 22:00;1.07800;1.07877;1.07798;1.07849;674;1
2024.07.03 23:00;1.07849;1.07885;1.07810;1.07810;480;0
2024.07.04 00:00;1.07804;1.07869;1.07778;1.07863;289;1
2024.07.04 01:00;1.07856;1.07901;1.07856;1.07895;360;0
2024.07.04 02:00;1.07895;1.07916;1.07881;1.07911;349;0
2024.07.04 03:00;1.07911;1.07937;1.07888;1.07926;807;0
2024.07.04 04:00;1.07926;1.07950;1.07881;1.07907;1013;1
2024.07.04 05:00;1.07908;1.07914;1.07863;1.07863;594;1
2024.07.04 06:00;1.07863;1.07874;1.07835;1.07852;572;1
2024.07.04 07:00;1.07853;1.07872;1.07848;1.07865;526;1
2024.07.04 08:00;1.07865;1.07908;1.07847;1.07901;738;1
2024.07.04 09:00;1.07901;1.07933;1.07850;1.07925;1758;0
2024.07.04 10:00;1.07924;1.07967;1.07890;1.07945;1950;0
2024.07.04 11:00;1.07946;1.08030;1.07939;1.08018;1857;0
2024.07.04 12:00;1.08017;1.08029;1.07953;1.07977;1533;1
2024.07.04 13:00;1.07977;1.08015;1.07939;1.08009;1244;1
2024.07.04 14:00;1.08009;1.08020;1.07962;1.07970;1356;1
2024.07.04 15:00;1.07969;1.08021;1.07959;1.07970;1347;1
2024.07.04 16:00;1.07969;1.08016;1.07945;1.08010;1413;0
2024.07.04 17:00;1.08010;1.08092;1.07993;1.08082;1563;0
2024.07.04 18:00;1.08083;1.08138;1.08070;1.08107;1071;1
2024.07.04 19:00;1.08107;1.08137;1.08097;1.08122;557;0
2024.07.04 20:00;1.08122;1.08126;1.08106;1.08115;240;1
2024.07.04 21:00;1.08115;1.08125;1.08110;1.08119;209;0
2024.07.04 22:00;1.08119;1.08131;1.08118;1.08130;343;1
2024.07.04 23:00;1.08129;1.08137;1.08091;1.08100;548;0
2024.07.05 00:00;1.08089;1.08116;1.08088;1.08105;239;5
2024.07.05 01:00;1.08105;1.08136;1.08101;1.08117;323;0
2024.07.05 02:00;1.08117;1.08120;1.08095;1.08104;552;0
2024.07.05 03:00;1.08104;1.08179;1.08102;1.08147;1036;1
